"Emne","Startdato","Starttidspunkt","Slutdato","Sluttidspunkt","Hele dagen","Påmindelse til/fra","Påmindelsesdato","Påmindelsesklokkeslæt","Mødearrangør","Nødvendige deltagere","Valgfrie deltagere","Møderessourcer","Beskrivelse","Følsomhed","Kategorier","Kørte kilometer","Prioritet","Privat","Sted","Takstoplysninger","Vis tidspunkt som"
"Forberedelse","22-9-2022","09:20:00","22-9-2022","10:30:00","Falsk","Falsk","22-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158368]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","22-9-2022","08:15:00","22-9-2022","09:20:00","Falsk","Falsk","22-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158367]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","9-9-2022","14:00:00","9-9-2022","15:15:00","Falsk","Falsk","9-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158258]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","9-9-2022","13:00:00","9-9-2022","14:00:00","Falsk","Falsk","9-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158257]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","9-9-2022","12:00:00","9-9-2022","13:00:00","Falsk","Falsk","9-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158256]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","9-9-2022","10:30:00","9-9-2022","11:30:00","Falsk","Falsk","9-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158255]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","9-9-2022","09:20:00","9-9-2022","10:30:00","Falsk","Falsk","9-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158254]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","9-9-2022","08:15:00","9-9-2022","09:20:00","Falsk","Falsk","9-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158253]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","30-8-2022","14:00:00","30-8-2022","15:15:00","Falsk","Falsk","30-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158198]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","30-8-2022","13:00:00","30-8-2022","14:00:00","Falsk","Falsk","30-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158197]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","30-8-2022","12:00:00","30-8-2022","13:00:00","Falsk","Falsk","30-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158196]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","30-8-2022","10:30:00","30-8-2022","11:30:00","Falsk","Falsk","30-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158195]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","30-8-2022","09:20:00","30-8-2022","10:30:00","Falsk","Falsk","30-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158194]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","30-8-2022","08:15:00","30-8-2022","09:20:00","Falsk","Falsk","30-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158193]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","31-8-2022","14:00:00","31-8-2022","15:15:00","Falsk","Falsk","31-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158192]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","31-8-2022","13:00:00","31-8-2022","14:00:00","Falsk","Falsk","31-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158191]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","31-8-2022","12:00:00","31-8-2022","13:00:00","Falsk","Falsk","31-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158190]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","31-8-2022","10:30:00","31-8-2022","11:30:00","Falsk","Falsk","31-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158189]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","31-8-2022","09:20:00","31-8-2022","10:30:00","Falsk","Falsk","31-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158188]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","31-8-2022","08:15:00","31-8-2022","09:20:00","Falsk","Falsk","31-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158187]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-8-2022","14:00:00","25-8-2022","15:15:00","Falsk","Falsk","25-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158138]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-8-2022","13:00:00","25-8-2022","14:00:00","Falsk","Falsk","25-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158137]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-8-2022","12:00:00","25-8-2022","13:00:00","Falsk","Falsk","25-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158136]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-8-2022","10:30:00","25-8-2022","11:30:00","Falsk","Falsk","25-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158135]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-8-2022","09:20:00","25-8-2022","10:30:00","Falsk","Falsk","25-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158134]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-8-2022","08:15:00","25-8-2022","09:20:00","Falsk","Falsk","25-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158133]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-8-2022","14:00:00","26-8-2022","15:15:00","Falsk","Falsk","26-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158132]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-8-2022","13:00:00","26-8-2022","14:00:00","Falsk","Falsk","26-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158131]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-8-2022","12:00:00","26-8-2022","13:00:00","Falsk","Falsk","26-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158130]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-8-2022","10:30:00","26-8-2022","11:30:00","Falsk","Falsk","26-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158129]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","11-8-2022","14:00:00","11-8-2022","15:15:00","Falsk","Falsk","11-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158056]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","11-8-2022","13:00:00","11-8-2022","14:00:00","Falsk","Falsk","11-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158055]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","11-8-2022","12:00:00","11-8-2022","13:00:00","Falsk","Falsk","11-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158054]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","11-8-2022","10:30:00","11-8-2022","11:30:00","Falsk","Falsk","11-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158053]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","11-8-2022","09:20:00","11-8-2022","10:30:00","Falsk","Falsk","11-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158052]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","11-8-2022","08:15:00","11-8-2022","09:20:00","Falsk","Falsk","11-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158051]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"*optaget (Brobygning)","29-11-2022","15:15:00","29-11-2022","16:00:00","Falsk","Falsk","29-11-2022","15:00:00",,,,,"Bemærkning: Brobygning

Lektion 7

[FLEX-ID 851401:4156708]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-8-2022","09:20:00","26-8-2022","10:30:00","Falsk","Falsk","26-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3478994]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","26-8-2022","08:15:00","26-8-2022","09:20:00","Falsk","Falsk","26-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3478993]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"IoT møde","30-8-2022","14:10:00","30-8-2022","15:00:00","Falsk","Sand","30-8-2022","13:55:00","Egon Christian Rasmussen","mttb;mmj@aarhustech.dk;Kenneth Kjær Andersen;Kenneth Løvgren;Lars Thise Pedersen;Lærke Brandhøj Kristensen;Simon Hoxer Bønding;Brian Soltau;Anja Birkelund;Søren Giersing Magnusson;Bo Elbæk Steffensen;thtj;annl@sde.dk;Mikkel Andreas Krøll Christensen (MKC - Faglærer - RIAH - ZBC);Henrik Thomsen",,,"Agenda:

 

1.	Turen rundt

 

2.	Evt. nyt om Azure for eleverne

 

 

Forslag til agenda sendes til ecr@eucsyd.dk <mailto:ecr@eucsyd.dk> 

________________________________________________________________________________ 

Microsoft Teams-møde 

Deltag på din computer eller mobilapp 

Klik her for at deltage i mødet <https://teams.microsoft.com/l/meetup-join/19%3ameeting_NmRiN2MwN2EtNjFkZC00MWEzLTgyYzYtODhmMTM0ZGQ4OTNk%40thread.v2/0?context=%7b%22Tid%22%3a%223045211c-2321-481d-98f2-d95a17e05e9b%22%2c%22Oid%22%3a%22cd6a520b-0271-4f12-9890-888014990dda%22%7d>  

Eller ring ind (kun lyd) 

+45 32 73 55 36,,947935111# <tel:+4532735536,,947935111#>    Denmark, Alle lokationer 

Telefonmøde-id: 947 935 111# 

Find et lokalt nummer <https://dialin.teams.microsoft.com/8bdaf802-0968-4e68-970c-014d602382ff?id=947935111>  | Nulstil pinkode <https://dialin.teams.microsoft.com/usp/pstnconferencing>  

Få mere at vide <https://aka.ms/JoinTeamsMeeting>  | Mødeindstillinger <https://teams.microsoft.com/meetingOptions/?organizerId=cd6a520b-0271-4f12-9890-888014990dda&tenantId=3045211c-2321-481d-98f2-d95a17e05e9b&threadId=19_meeting_NmRiN2MwN2EtNjFkZC00MWEzLTgyYzYtODhmMTM0ZGQ4OTNk@thread.v2&messageId=0&language=da-DK>  

________________________________________________________________________________ 

 

","Normal",,,"Normal","Falsk","Microsoft Teams-møde",,"2"
"Forberedelse","25-11-2022","14:00:00","25-11-2022","15:15:00","Falsk","Falsk","25-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4188832]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-11-2022","13:00:00","25-11-2022","14:00:00","Falsk","Falsk","25-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4188831]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-11-2022","12:00:00","25-11-2022","13:00:00","Falsk","Falsk","25-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4188830]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-11-2022","10:30:00","25-11-2022","11:30:00","Falsk","Falsk","25-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4188829]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-11-2022","09:20:00","25-11-2022","10:30:00","Falsk","Falsk","25-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4188828]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","25-11-2022","08:15:00","25-11-2022","09:20:00","Falsk","Falsk","25-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158645]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Praktik biw110922","22-11-2022","13:00:00","22-11-2022","14:00:00","Falsk","Falsk","22-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3931472]","Normal","FLEX-skema",,"Normal","Falsk","P027-4",,"2"
"Praktik biw110922","22-11-2022","12:00:00","22-11-2022","13:00:00","Falsk","Falsk","22-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3931471]","Normal","FLEX-skema",,"Normal","Falsk","P027-4",,"2"
"Praktik biw110922","22-11-2022","10:30:00","22-11-2022","11:30:00","Falsk","Falsk","22-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3931470]","Normal","FLEX-skema",,"Normal","Falsk","P027-4",,"2"
"Praktik biw110922","22-11-2022","09:20:00","22-11-2022","10:30:00","Falsk","Falsk","22-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3931469]","Normal","FLEX-skema",,"Normal","Falsk","P027-4",,"2"
"Praktik biw110922","22-11-2022","08:15:00","22-11-2022","09:20:00","Falsk","Falsk","22-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3931468]","Normal","FLEX-skema",,"Normal","Falsk","P027-4",,"2"
"Energicertificeret softwareudvikling og drift - afsluttende webinar","23-8-2022","13:00:00","23-8-2022","15:00:00","Falsk","Falsk","22-8-2022","19:00:00","Lærke Brandhøj Kristensen",,,,"","Normal",,,"Normal","Falsk","",,"2"
"Forberedelse","18-8-2022","13:00:00","18-8-2022","14:00:00","Falsk","Falsk","18-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4216939]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","18-8-2022","12:00:00","18-8-2022","13:00:00","Falsk","Falsk","18-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4216938]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","18-8-2022","10:30:00","18-8-2022","11:30:00","Falsk","Falsk","18-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4216937]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","18-8-2022","09:20:00","18-8-2022","10:30:00","Falsk","Falsk","18-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4216936]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","18-8-2022","08:15:00","18-8-2022","09:20:00","Falsk","Falsk","18-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4216935]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","12-8-2022","14:00:00","12-8-2022","15:15:00","Falsk","Falsk","12-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4158080]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","12-8-2022","13:00:00","12-8-2022","14:00:00","Falsk","Falsk","12-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4158079]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","12-8-2022","12:00:00","12-8-2022","13:00:00","Falsk","Falsk","12-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4158078]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","12-8-2022","10:30:00","12-8-2022","11:30:00","Falsk","Falsk","12-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4158077]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","12-8-2022","09:20:00","12-8-2022","10:30:00","Falsk","Falsk","12-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4158076]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","12-8-2022","08:15:00","12-8-2022","09:20:00","Falsk","Falsk","12-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4158075]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","18-8-2022","14:00:00","18-8-2022","15:15:00","Falsk","Falsk","18-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4216940]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","2-8-2022","14:00:00","2-8-2022","15:15:00","Falsk","Falsk","2-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:4228372]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","2-8-2022","13:00:00","2-8-2022","14:00:00","Falsk","Falsk","2-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:4228371]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","2-8-2022","12:00:00","2-8-2022","13:00:00","Falsk","Falsk","2-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:4228370]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","2-8-2022","10:30:00","2-8-2022","11:30:00","Falsk","Falsk","2-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:4228369]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","2-8-2022","09:20:00","2-8-2022","10:30:00","Falsk","Falsk","2-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:4228368]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Forberedelse","2-8-2022","08:15:00","2-8-2022","09:20:00","Falsk","Falsk","2-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:4157973]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Reminder: karakterafgivning på hold h1pd081122 (1/8 - 7/10)","6-10-2022","10:00:00","6-10-2022","10:30:00","Falsk","Sand","6-10-2022","09:45:00",,"Data-Media-Agri;Frank Rosbak;Lærke Brandhøj Kristensen;sinb@techcollege.dk;ltpe@techcollege.dk;Daniel Lieutenant Frydensbjerg",,,"

","Normal",,,"Normal","Falsk","",,"3"
"Reminder: karakterafgivning på hold h2pd081122 (1/8 - 7/10)","6-10-2022","09:00:00","6-10-2022","09:30:00","Falsk","Sand","6-10-2022","08:45:00","Data-Media-Agri","Frank Rosbak;Simon Hoxer Bønding;Tommy Back Pedersen;Lars Thise Pedersen;Lærke Brandhøj Kristensen",,,"

","Normal",,,"Normal","Falsk","",,"3"
"Reminder: karakterafgivning på hold h4id081122 (8/8 - 30/9)","29-9-2022","11:30:00","29-9-2022","12:00:00","Falsk","Sand","29-9-2022","11:15:00","Data-Media-Agri","Bendt Norman Aaen;Johnny Kure Jakobsen;Thomas Vrangbæk Thomsen;Lærke Brandhøj Kristensen",,,"

","Normal",,,"Normal","Falsk","",,"3"
"Gennemgang af H1 og H2 elever","3-8-2022","13:00:00","3-8-2022","14:00:00","Falsk","Falsk","3-8-2022","12:45:00",,"Lars Thise Pedersen;Lærke Brandhøj Kristensen;Simon Hoxer Bønding;Frank Rosbak;Thomas Vestergaard",,," 

","Normal",,,"Normal","Falsk","Vi finder lige et lokale (bedste bud lige nu er C116 ??)",,"2"
"Prøvehandling H2PD","10-8-2022","12:00:00","10-8-2022","13:00:00","Falsk","Falsk","10-8-2022","11:45:00",,"Frank Rosbak;Lars Thise Pedersen;Simon Hoxer Bønding;Lærke Brandhøj Kristensen",,,"Vi skal have

*	Beskrevet prøvehandlingen for H2 Tværfagligt projekt
*	Lavet et interview skema for afslutning af projektet
*	Planlagt hvornår interviews skal holdes

 

(Skal vi måle på en anden/yderligere måde)?

 

","Normal",,,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","8-8-2022","13:00:00","8-8-2022","14:00:00","Falsk","Falsk","8-8-2022","12:45:00",,,,,"Undervisere: fros

Lektion 5

[FLEX-ID 851401:3469150]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","8-8-2022","12:00:00","8-8-2022","13:00:00","Falsk","Falsk","8-8-2022","11:45:00",,,,,"Undervisere: fros

Lektion 4

[FLEX-ID 851401:3469149]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","8-8-2022","10:30:00","8-8-2022","11:30:00","Falsk","Falsk","8-8-2022","10:15:00",,,,,"Undervisere: fros

Lektion 3

[FLEX-ID 851401:3469148]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","8-8-2022","09:20:00","8-8-2022","10:30:00","Falsk","Falsk","8-8-2022","09:05:00",,,,,"Undervisere: fros

Lektion 2

[FLEX-ID 851401:3469147]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"objprogr2020 h2pd081122 ","8-8-2022","08:15:00","8-8-2022","09:20:00","Falsk","Falsk","8-8-2022","08:00:00",,,,,"Undervisere: fros

Lektion 1

[FLEX-ID 851401:3469146]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
" (Fraværende)","9-8-2022","08:00:00","9-8-2022","15:24:00","Falsk","Falsk","9-8-2022","07:45:00",,,,,"Bemærkning: Fraværende

[FLEX-ID 851401:4255998]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Evaluering h6pd101122","18-11-2022","13:00:00","18-11-2022","14:00:00","Falsk","Falsk","18-11-2022","12:45:00",,,,,"Undervisere: sinb

Lektion 5

[FLEX-ID 851401:3461027]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Evaluering h6pd101122","18-11-2022","12:00:00","18-11-2022","13:00:00","Falsk","Falsk","18-11-2022","11:45:00",,,,,"Undervisere: sinb

Lektion 4

[FLEX-ID 851401:3461026]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Evaluering h6pd101122","18-11-2022","10:30:00","18-11-2022","11:30:00","Falsk","Falsk","18-11-2022","10:15:00",,,,,"Undervisere: sinb

Lektion 3

[FLEX-ID 851401:3461025]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Evaluering h6pd101122","18-11-2022","09:20:00","18-11-2022","10:30:00","Falsk","Falsk","18-11-2022","09:05:00",,,,,"Undervisere: sinb

Lektion 2

[FLEX-ID 851401:3461024]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Evaluering h6pd101122","18-11-2022","08:15:00","18-11-2022","09:20:00","Falsk","Falsk","18-11-2022","08:00:00",,,,,"Undervisere: sinb

Lektion 1

[FLEX-ID 851401:3461023]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Orienteringsmøde om de udmeldte besparelser set i lyset af faldende optag og dimensionering af datauddannelserne","9-8-2022","10:00:00","9-8-2022","10:10:00","Falsk","Falsk","9-8-2022","09:45:00","Allan Thrysøe Thomsen","Campus2 Agri;Campus1 Data",,," 

","Normal",,,"Normal","Falsk","lærerkantinen",,"1"
